code_entreprise|code_etablissement|departement|ville|nom_etablissement|code_naf
013753470|00015|21|DIJON|SYNDICAT COPROPRIETE DEBUSSY|8110Z
013753488|00017|21|DIJON|SYNDICAT COPROPRIETE ERNEST BAILLY|8110Z
013753496|00010|21|DIJON|SYNDICAT COPROPRIETE PANORAMIQUE|8110Z
013753512|00014|21|DIJON|SYNDICAT COPROPRIETE L EPERON|8110Z
013753520|00017|21|DIJON|COPROPRIETE BAUDIN|8110Z
013753538|00019|21|DIJON|COPROPRIETE MONTPLAISIR B|8110Z
013753546|00012|21|DIJON|SYNDICAT COPROPRIETE MONPLAISIR A|8110Z
013753553|00018|21|DIJON|SYNDICAT COPROPRIETE MOULIN ST ETIENNE|8110Z
013753587|00016|21|IS SUR TILLE|SYNDICAT COPROPRIETE LES CLOMIERS|8110Z
013753603|00011|21|SAINT APOLLINAIRE|SYNDICAT COPROPRIETE LA FLEURIEE|8110Z
013753637|00019|21|DIJON|COPROPRIETE LES FLEURS|8110Z
013753728|00016|21|DIJON|COPROPRIETE CHARMETTE N 20|8110Z
013753744|00013|21|DIJON|COPROPRIETE AUXONNE|8110Z
013753801|00011|21|DIJON|COPROPRIETE TEMPLE 14 MONTIGNY 2|8110Z
013753819|00013|21|DIJON|COPROPRIETE LE RAMEAU|8110Z
013753843|00013|21|DIJON|COPROPRIETE MONTCHAPET|8110Z
013753868|00010|21|DIJON|SYNDICAT COPROPRIETE DIDEROT N 17|8110Z
013753876|00013|21|DIJON|COPROPRIETE LE CHAMBELLAN|8110Z
013753884|00017|21|DIJON|COPROPRIETE BONS AMIS N 6|8110Z
013754007|00014|21|DIJON|COPROPRIETE LES COLIBRIS|8110Z
013754064|00015|21|DIJON|SYNDICAT COPROPRIETE BOSSUET N 18|8110Z
013754072|00018|21|DIJON|SYNDICAT COPROPRIETE LIBERATION N 2|8110Z
013754080|00011|21|TALANT|SYNDICAT COPROPRIETE PERSPECTIVES|8110Z
013754130|00014|21|DIJON|SYNDICAT COPROPRIETE CARDINAL DE GIVRY|8110Z
013754205|00014|21|DIJON|SYND COP RESIDENCE HAUTS MONTCHAPET HJ|8110Z
013754213|00018|21|DIJON|SYNDICAT COPROPRIETE LA CLAIRIERE|8110Z
013754239|00013|21|FONTAINE LES DIJON|COPROPRIETE LES CHARMILLES|8110Z
013754304|00015|21|DIJON|SYNDICAT COPROPRIETE JEAN DE CIREY|8110Z
013754353|00012|21|DIJON|COPROPRIETE CHENERIVES|8110Z
013754361|00015|21|DIJON|COPROPRIETE CHENEVIERES|8110Z
013754411|00018|21|FONTAINE LES DIJON|COPROPRIETE LE TESCELIN|8110Z
013754460|00015|21|DIJON|SYNDICAT COPROPRIETE THIERS N 15|8110Z
013754478|00017|21|DIJON|SYNDICAT COPROPRIETE SAMBIN N 13 15|8110Z
013754486|00010|21|DIJON|SYNDICAT COPROPRIETE DARCY N 10|8110Z
013754494|00014|21|DIJON|SYNDICAT COPROPRIETE AUGUSTE DUBOIS|8110Z
013754510|00017|21|DIJON|SYNDICAT COPROPRIETE CARNOT N 9|8110Z
013754528|00019|21|DIJON|SYNDICAT COPROPRIETE TALANT N 48|8110Z
013754536|00012|21|DIJON|SYNDICAT COPROPRIETE ROUVRES PH|8110Z
