code_entreprise|code_etablissement|departement|ville|nom_etablissement|code_naf
014731442|00019|03|VICHY|COPROP PRUNELLE ALQUIE|8110Z
014731467|00016|03|VICHY|COPROP LE CALLOU AV THERM|8110Z
014731517|00018|03|VICHY|COPROP LES PRINCES|8110Z
014731541|00018|03|VICHY|COPROP LE PARC FLORENTIN|8110Z
014731558|00012|03|VICHY|COPROP LES PINS|8110Z
014731566|00015|03|VICHY|COPROP CLEMENCEAU|8110Z
014731574|00019|03|VICHY|COPROP DU LAC|8110Z
014731608|00015|03|VICHY|COPROP LE MERMOZ|8110Z
014731616|00018|03|VICHY|COPROP RES SAINT TROPEZ|8110Z
014731624|00012|03|VICHY|COPROP PRESLES|8110Z
014731640|00018|03|VICHY|COPROP LE FRANCE|8110Z
014731665|00015|03|VICHY|MR BOUDIER|8110Z
014731681|00012|03|VICHY|COPROP TOUR DES AILES|8110Z
014731699|00014|03|VICHY|COPROP GARBAN|8110Z
014731723|00012|03|VICHY|COPROP PARC GRAMONT|8110Z
014731749|00017|03|MOULINS|COPROP LES MAGNOLIAS|8110Z
014731780|00012|03|VICHY|COPROP LE CHANTILLY|8110Z
014731830|00015|03|VICHY|COPROP LE ROCHAMBEAU|8110Z
014731848|00017|03|VICHY|COPROP LES MESANGES|8110Z
014731871|00019|03|VICHY|IMMOBILIERE INDUS COM VICHY RES|8110Z
014731905|00015|03|VICHY|COPROP 17 RUE LARBAUD|8110Z
014731913|00019|03|VICHY|COPROP 44 BD CARNOT|8110Z
014731921|00012|03|VICHY|COPROP LE CENTRAL|8110Z
014731947|00017|03|MOULINS|BOREL MONIQUE|8110Z
014731962|00016|03|VARENNES SUR ALLIER|COPROP LE CONCORDE|8110Z
014732002|00010|03|VARENNES SUR ALLIER|COPROP LES ROUETTES|8110Z
014732010|00013|03|VICHY|COPROP LES LILAS|8110Z
014732028|00015|03|YZEURE|COPROP AMPERE LES|8110Z
014732044|00012|03|MOULINS|COPROP LES MARECHAUX|8110Z
014732069|00019|03|VICHY|COPROP LES PLATANES|8110Z
014732077|00012|03|VICHY|COPROP ADAM DE LA HALLE|8110Z
014732119|00012|03|MOULINS|COPROP LES REMPARTS|8110Z
014732127|00015|03|MOULINS|COPROP RUE TRAVERSINE|8110Z
014732135|00018|03|VICHY|COPROP LE MAINTENON|8110Z
014732143|00012|03|VICHY|MR BEGOU|8110Z
014732150|00017|03|VICHY|MME GERAUD|8110Z
014732168|00019|03|VICHY|AGENCE HAVAS|8110Z
014732184|00016|03|VICHY|COPROP VAL D ALLIER|8110Z
014732218|00012|03|VICHY|COPROP 36 R SALIGNAT|8110Z
014732259|00016|03|VICHY|COPROP LES MAGNOLIAS|8110Z
014732275|00012|03|VICHY|COPROP 20 AV PAUL DOUMER|8110Z
014732309|00019|03|BELLERIVE SUR ALLIER|COPROP PLEIN SUD|8110Z
014732333|00019|03|VICHY|COPROP 9 R COUTURIER|8110Z
014732341|00012|03|VICHY|MONTEL|8110Z
014732382|00016|03|VICHY|COPROP RUSSIE MEDITERRANEE|8110Z
014732416|00012|03|VICHY|COPROP LES LILAS II|8110Z
014732440|00012|03|VARENNES SUR ALLIER|COPROP BEAU SOLEIL|8110Z
014732457|00016|03|MONTLUCON|COPROP 13 SQ CHURCHILL|8110Z
014732465|00019|03|VICHY|COPROP VILLA DE FAUBERT|8110Z
014732499|00018|03|VICHY|ROCHARD ANDRE|8110Z
014732507|00018|03|VARENNES SUR ALLIER|THAIN GEORGES|8110Z
014732556|00015|03|VICHY|COPROP LES AMBASSADEURS|8110Z
014732564|00019|03|MOULINS|COPROP HOTEL DE LA MONNAIE|8110Z
014732572|00012|03|VICHY|COPROP 88 AV DES CELESTINS|8110Z
014732580|00015|03|VICHY|COPROP 102 AV THERMALE|8110Z
014732606|00018|03|MONTLUCON|COPROP 10 BD DE COURTAIS|8110Z
014732655|00015|03|YZEURE|COPROP LE BELLE CROIX|8110Z
014732671|00012|03|VICHY|COPROP PARC GRAMONT E F|8110Z
014732721|00015|03|MONTLUCON|COPROP BEAU SOLEIL|8110Z
014732754|00016|03|MOULINS|COPROP ANNE DE FRANCE|8110Z
014732762|00019|03|VICHY|GRANET|8110Z
014732788|00014|03|VICHY|COPROP LE ST LOUIS|8110Z
014732846|00010|03|MOULINS|COPROPRIETE LE JULES ROMAIN|8110Z
014732879|00011|03|VICHY|COPROP PASSAGE DU SELECT|8110Z
014732911|00012|03|VICHY|COPROP 7 R MOMBRUN|8110Z
014732937|00017|03|COMMENTRY|COPROP RES PIERRE CURIE|8110Z
014732945|00010|03|VICHY|MR BIGOT|8110Z
014735070|00014|03|MOULINS|COPROP 56 BD DE COURTAIS|8110Z
014735112|00014|03|CUSSET|COPROP PARC MONTBETON 4 T|8110Z
014735336|00019|03|VICHY|COPROP LE CAPITOLE|8110Z
014735484|00017|03|CUSSET|COPROP 7 R FOURNERIS|8110Z
014735625|00015|03|MOULINS|COPROP LE HOCHE|8110Z
014735666|00019|03|DESERTINES|COPROP PRE VERT|8110Z
014735674|00013|03|GANNAT|COPROP DU STADE RES|8110Z
014735682|00016|03|MONTLUCON|COPROP R DU 14 AOUT 1944|8110Z
014735690|00019|03|MONTLUCON|COPROP R DU DIENAT|8110Z
014735716|00012|03|MONTLUCON|COPROP DE LA GAITE RES|8110Z
014735724|00016|03|MONTLUCON|COPROP BEAULIEU|8110Z
014735732|00019|03|MONTLUCON|COPROP 111 AV PDT AURIOL|8110Z
014735740|00012|03|MONTLUCON|COPROP BAUDELAIRE|8110Z
014735765|00019|03|MONTLUCON|COPROP MONTLUCON COTE ROUGE IMB|8110Z
014735799|00018|03|MOULINS|COPROP DE LA R CANTE|8110Z
014735815|00012|03|VICHY|COPROP R LUCAS|8110Z
014735823|00016|03|VICHY|COPROP LES ARVERNES|8110Z
014735831|00019|03|VICHY|COPROP VICHY JAURES|8110Z
014735856|00016|03|VICHY|COPROP 68 R DE PARIS|8110Z
014735898|00018|03|GANNAT|COPROP ST JAMES|8110Z
014735906|00019|03|VICHY|COPROP 48 R JEAN JAURES|8110Z
014735914|00013|03|VICHY|COPROP 31 RUE CARNOT|8110Z
014735922|00016|03|VICHY|COPROP LES JONQUILLES|8110Z
014735930|00019|03|MONTLUCON|COPROP LES TILLEULS|8110Z
014735971|00013|03|LAPALISSE|COPROP MONTPLAISIR|8110Z
014736425|00019|03|LAPALISSE|COPROP PRES FLEURIS 3E|8110Z
014736433|00013|03|LAPALISSE|COPROP PRES FLEURIS 4 5E|8110Z
014736441|00016|03|VICHY|COPROP LE SPLENDID|8110Z
014736524|00019|03|VICHY|COPROP HOTEL IMPERIAL|8110Z
014736532|00012|03|VICHY|PARIS 74|8110Z
014741672|00019|03|ESPINASSE VOZELLE|GAUDON GUSTAVE LA|8110Z
014743017|00015|03|VICHY|COPROP PRE CATELAN|8110Z
014743033|00012|03|VICHY|COPROP RES LE BELLEVUE|8110Z
014745491|00010|03|VICHY|COPROP LE SOLEIL|8110Z
014745657|00016|03|CUSSET|COPROP CUSSET AIR PUR|8110Z
014745665|00019|03|CUSSET|COPROP CUSSET BEAU SEJOUR|8110Z
014745673|00013|03|MONTLUCON|COPROP LES GRANDS CEDRES|8110Z
014745814|00013|03|MOULINS|COPROP RIVES D ALLIER BAT 3|8110Z
014745897|00018|03|VICHY|SYND COPROP RUE ROOVERE|8110Z
014746069|00013|03|MONTLUCON|COPROP RES SCI DE L AVENUE|8110Z
014746119|00016|03|VICHY|COPROP RES CASINO FLEURS C|8110Z
014746127|00019|03|VICHY|COPROP ROMA|8110Z
014746135|00012|03|MOULINS|COPROP LES MENESTRAUX|8110Z
014746457|00010|03|MOULINS|COPROP LA PAIX|8110Z
014746671|00016|03|VICHY|MACE MARTHE|8110Z
014746689|00018|03|VICHY|COPROP TREIZE RUE DE METZ|8110Z
014746846|00014|03|MONTLUCON|COPROP LA LOMBARDIE|8110Z
014747117|00019|03|VICHY|COPROP RES HOTEL FOCH CENTR|8110Z
014747810|00019|03|YZEURE|COPROP RESIDENCE LE MANOIR|8110Z
014748057|00016|03|MOULINS|COPROP 5 7 9 11 AV LECLERC|8110Z
014748131|00019|03|MONTLUCON|TAILLEFER PAULETTE|8110Z
014748412|00013|03|VICHY|COPROP LES ARCADES|8110Z
014748792|00018|03|VICHY|DUBESSAY JEAN JACQUES|8110Z
014748867|00018|03|MOULINS|COPROP LE LYONNAIS|8110Z
014748875|00011|03|VICHY|COPROP VILLA CHAMBONNIER|8110Z
014748941|00011|03|VICHY|COPROP MARIKA|8110Z
014748974|00012|03|VICHY|COPROP LE BEAUSEJOUR|8110Z
014748982|00015|03|MONTLUCON|PEINE LEA|8110Z
014749436|00011|03|MOULINS|COPROP PLACE DE LA LIBERTE|8110Z
014749444|00015|03|MOULINS|COPROP GALAXIE I|8110Z
014845952|00010|15|AURILLAC|COP LES ROSEAUX|8110Z
014846133|00016|15|AURILLAC|COP LES MIMOSAS|8110Z
014846489|00012|15|AURILLAC|COP AV DE LA LIBERTE|8110Z
014846505|00015|15|ARPAJON SUR CERE|COP TAQUET|8110Z
014846570|00019|15|ARPAJON SUR CERE|COP VER|8110Z
014846687|00011|15|AURILLAC|COP PRE COMTAL|8110Z
014846869|00015|15|ARPAJON SUR CERE|COPROPRIETE LES COLLINES|8110Z
014846877|00018|15|AURILLAC|COP LES EPICEAS|8110Z
014846885|00011|15|AURILLAC|COP GENESTE|8110Z
014846984|00012|15|AURILLAC|COP 11 RUE DU DR MALLET|8110Z
014847016|00012|15|AURILLAC|COP CDT MONRAISSE|8110Z
014847206|00019|15|AURILLAC|COP LES PRADES|8110Z
014847271|00013|15|AURILLAC|COP DU PLOMB DU CANTAL|8110Z
014847297|00018|15|AURILLAC|IMMEUBLE LIAUBET|8110Z
014847321|00016|15|AURILLAC|COP FIRMINY|8110Z
014847503|00019|15|AURILLAC|COPROPRIETE DU SQUARE|8110Z
014847644|00011|15|AURILLAC|IMMEUBLE BONNET|8110Z
014847719|00011|15|AURILLAC|COPROPRIETE LA ROSERAIE|8110Z
014847735|00017|15|AURILLAC|IMMEUBLE COLLIN|8110Z
014848840|00014|15|AURILLAC|COP 19 RUE DU DR MALLET|8110Z
014850721|00011|15|AURILLAC|COPROPRIETE LE PARC|6832A
014850846|00016|15|AURILLAC|COP 7 AV J BAPTISTE VEYRE|8110Z
014850887|00010|15|AURILLAC|COP DU BARON PERRET|8110Z
014851216|00011|15|AURILLAC|COP LE VIADUC|8110Z
014851281|00015|15|AURILLAC|COP LA PAIX|8110Z
014851323|00015|15|AURILLAC|COPROPRIETE LE PARC|8110Z
014851349|00010|15|LAVEISSIERE|COP FONT D ALLAGNON|8110Z
014851356|00015|15|LAVEISSIERE|COP TOUR SUMENE|8110Z
014851380|00015|15|AURILLAC|SARRET ANDRE SYNDIC|8110Z
014851497|00017|15|AURILLAC|COP TIVOLI|8110Z
014851729|00013|15|AURILLAC|COP 4 AV DU 4 SEPTEMBRE|8110Z
014851778|00010|15|AURILLAC|COP AV A BRIAND|8110Z
014851802|00018|15|AURILLAC|COPROPRIETE LE CAYLA|8110Z
014851836|00016|15|AURILLAC|COPROPRIETE LES BARS|8110Z
014851851|00015|15|AURILLAC|COP 8 RUE DU PDT DELZONS|8110Z
014851919|00010|15|AURILLAC|COP CHANABIER|8110Z
014851935|00016|15|AURILLAC|COPROPRIETE LA DORINIERE A|8110Z
014851950|00015|15|AURILLAC|ASS DEPARTEMENT DE L EDUCATION NATIONA|8110Z
014851992|00017|15|AURILLAC|COP PUY COURNY BT C|8110Z
014852024|00018|15|AURILLAC|COP 40 AV DU 4 SEPTEMBRE|8110Z
014852040|00014|15|AURILLAC|COP LE PRADET|8110Z
014852065|00011|15|AURILLAC|COP BERTHOU|8110Z
014852081|00018|15|AURILLAC|COP AUTEUIL|8110Z
014852107|00011|15|AURILLAC|COP LES TANNERIES|8110Z
014852131|00011|15|AURILLAC|COP PAUL DOUMER|8110Z
014852149|00013|15|AURILLAC|COPROPRIETE RUY COURNY BAT B|8110Z
014852164|00012|15|AURILLAC|COP DU PONT ROUGE|8110Z
014852255|00018|15|LAVEISSIERE|COP VILLAGE DU HAUT LIORAN|8110Z
014852289|00017|15|AURILLAC|COPROPRIETE LE 16 EME|8110Z
014852594|00010|15|AURILLAC|COP LE CLOS FLEURI|8110Z
014852685|00016|15|AURILLAC|COP LE MONT D OR|8110Z
014853030|00014|15|AURILLAC|COPROPRIETE VIALLARD|8110Z
014853121|00011|15|AURILLAC|IMMEUBLE FENEYROU|8110Z
014853295|00013|15|SAINT FLOUR|IMMEUBLE THIOLERON SCI|8110Z
014853378|00017|15|AURILLAC|COP LA RONCIERE|8110Z
014853550|00011|15|AURILLAC|COP GAILLARD|8110Z
014853642|00016|15|AURILLAC|COP D AUVERGNE|8110Z
014853709|00013|15|AURILLAC|COP DES PRADES|8110Z
014853758|00010|15|MAURIAC|COP LE TERROU|8110Z
014853907|00013|15|MAURIAC|IMMEUBLE BERGHEAUD|8110Z
014854327|00013|15|AURILLAC|COPROPRIETE LA VALLEE|8110Z
014854939|00015|15|AURILLAC|COPROPRIETE AQUITAINE|8110Z
014854954|00014|15|AURILLAC|COP PASTEUR|8110Z
014855126|00018|15|AURILLAC|COP 5 7 AV PLOMB DU CANTAL|8110Z
014855175|00015|15|AURILLAC|GERBEAU|8110Z
014855415|00015|15|AURILLAC|COP 29 RUE DU GL DESTAING|8110Z
014855654|00019|15|AURILLAC|COP DE TRONQUIERES|8110Z
014855696|00028|15|AURILLAC|COP PONT BOURBON|8110Z
014856330|00015|15|VIC SUR CERE|COP PARC IMMEUBLE 1|8110Z
014856371|00019|15|VIC SUR CERE|COP DU PARC|8110Z
014856587|00010|15|AURILLAC|COP JACQUES PREVERT|8110Z
014856736|00013|15|VIC SUR CERE|SCI DU CARLADES|6820B
014856827|00010|15|MURAT|COP DU BERRY|8110Z
014856934|00014|15|AURILLAC|COP MILHAUD|8110Z
014857122|00015|15|AURILLAC|COP BEAUDELAIRE|8110Z
014857163|00019|15|AURILLAC|COP LE PALAIS|8110Z
014857189|00014|15|AURILLAC|COP AURINQUES VERSAILLES|8110Z
014857254|00016|15|AURILLAC|IMMEUBLE LADRAS|8110Z
014857262|00019|15|AURILLAC|IMMEUBLE NOZIERE|8110Z
014857304|00019|15|AURILLAC|IMMEUBLE RIGAL|8110Z
014857312|00012|15|AURILLAC|COP A PINARD|8110Z
014857338|00017|15|AURILLAC|COP BEAUCLAIR|8110Z
014857361|00019|15|AURILLAC|COP LE BARRA|8110Z
014857395|00017|15|AURILLAC|COPROPRIETE CAMBON|8110Z
014857429|00014|15|AURILLAC|COP CARMEL|8110Z
014857445|00010|15|AURILLAC|COP CLARINES|8110Z
014857478|00011|15|AURILLAC|COPROPRIETE COSTET|8110Z
014857502|00018|15|AURILLAC|COP LE FLORIDE|8110Z
014857528|00013|15|AURILLAC|COPROPRIETE GUY DE VEYRE|8110Z
014857544|00010|15|AURILLAC|COP PERIER|8110Z
014857577|00010|15|AURILLAC|COP PLEIN SOLEIL|8110Z
014857593|00017|15|AURILLAC|COP LES TILLEULS|8110Z
014857627|00013|15|AURILLAC|COP ARVERNES DELPUECH LADOU|8110Z
014857650|00015|15|AURILLAC|COP BEAUSEJOUR|8110Z
014857684|00014|15|AURILLAC|COP DUCLAUX|8110Z
014857692|00017|15|AURILLAC|COPROPRIETE DILIGENCE|8110Z
014857700|00018|15|AURILLAC|COP HUET LAGARDE|8110Z
014857734|00017|15|AURILLAC|COP LE LIORAN|8110Z
014857759|00014|15|AURILLAC|COP MERMOZ|8110Z
014857783|00014|15|AURILLAC|COP MUZAC|8110Z
014857825|00013|15|AURILLAC|COP TOURTOULOU|8110Z
014857841|00010|15|AURILLAC|COP 30 AV DU 4 SEPTEMBRE|8110Z
014857874|00011|15|AURILLAC|COP 30B AV DU 4 SEPTEMBRE|8110Z
014857908|00017|15|AURILLAC|COP 4 R JULES FERRY|8110Z
014857924|00014|15|AURILLAC|COP 15 RUE DES CARMES|8110Z
014857932|00017|15|AURILLAC|COP TAILLANDIER|8110Z
014857957|00014|15|AURILLAC|COP LES LILAS|8110Z
014857981|00014|15|AURILLAC|COPROPRIETE ROCHERY|8110Z
014858005|00011|15|AURILLAC|COP 49 AV DE LA REPUBLIQUE|8110Z
014858013|00015|15|AURILLAC|COP THUYAS TR 3|8110Z
014858047|00013|15|AURILLAC|COPROPRIETE LES TAMARIS|8110Z
014858088|00017|15|AURILLAC|IMMEUBLE DELTEIL|8110Z
014858112|00015|15|AURILLAC|IMMEUBLE BUFFIERES|8110Z
014858138|00010|15|AURILLAC|IMMEUBLE URBAIN|8110Z
014858153|00019|15|AURILLAC|IMMEUBLE DUVAL|8110Z
014858187|00017|15|AURILLAC|COP LES CARMES|8110Z
014858203|00012|15|AURILLAC|COP LES LOTUS|8110Z
014858229|00017|15|AURILLAC|COP LES LAURIERS|8110Z
014858245|00013|15|AURILLAC|COP LE BELLEDONNE|8110Z
014858286|00017|15|AURILLAC|COP LE PAVATOU|8110Z
014858310|00015|15|AURILLAC|COP LES CAPUCINES|8110Z
014858328|00017|15|AURILLAC|COP GAMBETTA|8110Z
014858344|00014|15|AURILLAC|COP MONTHYON|8110Z
014858351|00019|15|AURILLAC|COP GARAGES MONTHYON|8110Z
014858377|00014|15|AURILLAC|COPROPRIETE MAISON DES PECHEURS|8110Z
014858401|00012|15|AURILLAC|COP SAINT JOSEPH|8110Z
014858443|00014|15|AURILLAC|COP MAISONNEUVE|8110Z
014858468|00011|15|AURILLAC|IMMEUBLE RIEUF|8110Z
014858484|00018|15|AURILLAC|IMMEUBLE MARQUET|8110Z
014858500|00011|15|AURILLAC|IMMEUBLE AMA|8110Z
014858518|00013|15|AURILLAC|COP LES ACACIAS|8110Z
014858542|00013|15|AURILLAC|COP 45 BD DES HORTES|8110Z
014858732|00010|15|SAINT FLOUR|COPROPRIETE LA VIGIERE|8110Z
014858955|00017|15|AURILLAC|IMMEUBLE SOULIER|8110Z
014859227|00010|15|AURILLAC|IMMEUBLE LASSUS|8110Z
014859441|00017|15|AURILLAC|COP 2B AV DE LA REPUBLIQUE|8110Z
014859466|00014|15|AURILLAC|IMMEUBLE LEROUX|8110Z
014860001|00016|15|MAURIAC|COP FABIENNE|8110Z
014860563|00015|15|AURILLAC|COP 8 RUE DU CAYLUS|8110Z
014860696|00013|15|AURILLAC|COP DEBRONS|8110Z
014860720|00011|15|AURILLAC|COPROPRIETE LES AIRELLES|8110Z
014860878|00017|15|MAURIAC|IMMEUBLE BADAL|8110Z
014861173|00012|15|AURILLAC|COPROPRIETE LE COISSY|8110Z
014861264|00019|15|AURILLAC|COP AZUR|8110Z
014861413|00012|15|LAVEISSIERE|COP LORIANA|8110Z
014861447|00010|15|AURILLAC|IMMEUBLE MAZIERES|8110Z
014861470|00012|15|VIC SUR CERE|COP LA FONTAINE|8110Z
014861496|00017|15|MAURIAC|COP LA PEPINIERE|8110Z
014861645|00019|15|ARPAJON SUR CERE|COP BONHOMME BAT C|8110Z
014862395|00010|15|ARPAJON SUR CERE|COP BONHOMME BAT B|8110Z
014862411|00015|15|AURILLAC|IMMEUBLE DUBOIS|8110Z
014863690|00013|15|MASSIAC|COPROPRIETE LE PARC|8110Z
014863716|00016|15|AURILLAC|COP 13 R MEALLET DE COURS|8110Z
014864284|00014|15|AURILLAC|COP LACAN|8110Z
014864292|00017|15|AURILLAC|IMMEUBLE VIDAL|8110Z
014864953|00014|15|AURILLAC|COPROPRIETE LES VIOLETTES|8110Z
014864995|00015|15|AURILLAC|COP PICARD|8110Z
014865182|00019|15|AURILLAC|COP BORNES|8110Z
014866131|00015|15|AURILLAC|IMMEUBLE MARY|8110Z
014866479|00018|15|AURILLAC|COP LES CYGNES|8110Z
014866750|00012|15|AURILLAC|COP LES IRIS|8110Z
014875132|00012|15|AURILLAC|COP PLEIN SOLEIL 1|8110Z
014875140|00015|15|AURILLAC|IMMEUBLE PRADAL|8110Z
014875181|00019|15|AURILLAC|COP PRE MONJOU BAT A|8110Z
014875207|00012|15|MAURIAC|COPROPRIETE SEVIGNE BAT A|8110Z
014875215|00015|15|AURILLAC|COP LES HAUTS DE BELBEX|8110Z
014875223|00019|15|AURILLAC|COP PRE MONJOU BAT B|8110Z
014875249|00014|15|AURILLAC|IMMEUBLE LEYBROS|8110Z
014875272|00016|15|MAURIAC|COP BENOIT|8110Z
014875298|00011|15|AURILLAC|COP HENRI MONDOR|8110Z
014875306|00012|15|AURILLAC|COP DE PRADT|8110Z
014875322|00019|15|RIOM ES MONTAGNES|COP LES GENTIANES 2|8110Z
014875330|00012|15|AURILLAC|IMMEUBLE CONSTENSOU|8110Z
014875348|00014|15|AURILLAC|COP PASCAL SERVANS|8110Z
014875355|00019|15|RIOM ES MONTAGNES|COP LA SOURCE 2|8110Z
014877773|00011|15|AURILLAC|IMMEUBLE REMIZE|8110Z
014877914|00011|15|AURILLAC|COP DU PARC DESTAING|8110Z
014878037|00010|15|LAVEISSIERE|COP LE GRIOU|8110Z
014878201|00012|15|AURILLAC|COP CAILLOT|8110Z
014879878|00016|15|AURILLAC|COPROPRIETE HERAULT|8110Z
014881544|00010|15|AURILLAC|IMMEUBLE AMA|8110Z
014915029|00012|43|LE PUY EN VELAY|COPR NEGOCIA|8110Z
014915045|00018|43|LE PUY EN VELAY|COPR 1 PLACE MICHELET|8110Z
014915052|00014|43|LE PUY EN VELAY|COPR IMM RUE DES TANNERIES|8110Z
014915193|00016|43|LE PUY EN VELAY|COPR RES VICTOR HUGO|8110Z
014915219|00019|43|LE PUY EN VELAY|COPR LE FRANCHE COMTE|8110Z
014915268|00016|43|LE PUY EN VELAY|COPR IMM RUE L JOUVET|8110Z
014915292|00016|43|BRIOUDE|IMMEUBLE LE LIMAGNE|8110Z
014915326|00012|43|LE PUY EN VELAY|COPR REPUBLIQUE|8110Z
014915334|00016|43|LE PUY EN VELAY|COPROPRIETE LE JARDIN|8110Z
014915375|00019|43|LE PUY EN VELAY|COPR LE BOURGOGNE|8110Z
014915391|00016|43|LE PUY EN VELAY|COPR LA RONZADE|8110Z
014915417|00019|43|LE PUY EN VELAY|COPR LIMOUSIN|8110Z
014915425|00012|43|ESPALY SAINT MARCEL|IMMEUBLE DU PONTET|8110Z
014915433|00016|43|LE PUY EN VELAY|COPR LES FEUILLANTINES|8110Z
014915441|00019|43|YSSINGEAUX|COPR LE ST PIERRE|8110Z
014915466|00016|43|LE PUY EN VELAY|COPR ROCHE ARNAUD|8110Z
014915474|00010|43|LE PUY EN VELAY|COPR LE GAMBETTA NO 26|8110Z
014915896|00014|43|BRIOUDE|COPROPRIETE RESIDENCE CHAMPANNE|8110Z
014915912|00019|43|VALS PRES LE PUY|RESIDENCE LAFAYETTE|8110Z
014915920|00012|43|LE PUY EN VELAY|COPR RES LE SAVOY|8110Z
014915987|00011|43|LE PUY EN VELAY|COPR L AURORE|8110Z
014916001|00010|43|LE PUY EN VELAY|VINCENT PIERRE|8110Z
014916027|00015|43|TENCE|COPR DURON|8110Z
014916050|00017|43|BRIOUDE|COPR RES LAFAYETTE|8110Z
014916068|00019|43|SAINTE SIGOLENE|COPROPRIETE LE SAINT ROMAIN|8110Z
014916076|00020|43|LE PUY EN VELAY|COPR LA CORNICHE|8110Z
014916159|00016|43|AUREC SUR LOIRE|COPROPRIETE LES HETRES|8110Z
014916175|00012|43|MONISTROL SUR LOIRE|COPROPRIETE LA MADELEINE|8110Z
014916225|00015|43|SAINT GEORGES D'AURAC|BOURDIN JACQUES|8110Z
014916258|00016|43|LE PUY EN VELAY|COPR 29 33 RUE DES FARGES|8110Z
014946172|00013|43|BRIOUDE|IMMEUBLE ARISTIDE BRIAND|8110Z
014946180|00016|43|BRIOUDE|IMMEUBLE DU MAZEL|8110Z
014947998|00010|43|MONISTROL SUR LOIRE|COPR 3 AV 11 NOVEMBRE|8110Z
014950109|00018|43|AUREC SUR LOIRE|IMMEUBLE RUE DES CHEMINOTS|8110Z
014951164|00012|43|LE PUY EN VELAY|IMMEUBLE 55 RUE PANNESSAC|8110Z
014952303|00015|43|YSSINGEAUX|RESIDENCE LES CINQ COQS|8110Z
014953889|00012|43|VALS PRES LE PUY|COPR LE BERGERAC|8110Z
015192917|00019|63|CLERMONT FERRAND|IMM 19 RUE SAINT HEREM|8110Z
015192974|00010|63|CEYRAT|COP 4 RUE PASTEUR CEYRAT|8110Z
015192982|00013|63|CLERMONT FERRAND|RESIDENCE LES CELIBATAIRES|8110Z
015193030|00010|63|CLERMONT FERRAND|RESIDENCE KESSLER|8110Z
015193121|00017|63|CLERMONT FERRAND|COP 7 RUE DE L OLAGNE CL|8110Z
015193139|00027|63|CLERMONT FERRAND|COPROPRIETE MOINE|8121Z
015193196|00019|63|ISSOIRE|IMM LES MARGUERITES|8110Z
015193204|00011|63|CLERMONT FERRAND|COP 2 BD JOSEPH GIROD|8110Z
015193220|00017|63|MONT DORE|RESIDENCE JEAN D AVEU|8110Z
015196025|00017|63|CLERMONT FERRAND|COP 2 R DU PORT|8110Z
015196470|00015|63|ISSOIRE|COP 31 AV VERRIERE|8110Z
015196744|00013|63|CLERMONT FERRAND|C 96 R DE L ORADOU EV|8110Z
015197056|00011|63|CLERMONT FERRAND|C 35AV MASSENET CHAMALIERES|8110Z
015197064|00015|63|ISSOIRE|CO QU DE LA COUZE ISSOIRE|8110Z
015197080|00011|63|CLERMONT FERRAND|CO 27 R EUGENE GILBERT EV|8110Z
015197098|00013|63|CLERMONT FERRAND|C 12 14 16 AV D ITALIE EV|8110Z
015197114|00018|63|PUY GUILLAUME|COP 3 RUE JOSEPH CLAUSSAT|8110Z
015198021|00014|63|CLERMONT FERRAND|RES 43 R DES SALINS EV|8110Z
015201239|00017|63|CLERMONT FERRAND|COP 12 RUE DES CHANDIOTS|8110Z
015201254|00016|63|CLERMONT FERRAND|COP 95 BD CHARCOT|8110Z
015201296|00017|63|CLERMONT FERRAND|COP 55 57 RUE A DE MUSSET|8110Z
015201304|00019|63|RIOM|RES AV ARCHON DESPEROUSES|8110Z
015375074|00018|11|CARCASSONNE|COPROPRIETE DES CALQUIERES|8110Z
015375736|00012|11|FLEURY D AUDE|COPROPRIETE RES ST PIERRE|8110Z
015376056|00014|11|LEUCATE|COPROPRIETE NEFS DES SABLES|8110Z
015376239|00016|11|LEUCATE|A F U L ULYSSE|8110Z
015376353|00015|11|LIMOUX|COPROPRIETE AV BOUCHE|8110Z
015376429|00013|11|NARBONNE|COPROPRIETE VOLTAIRE|8110Z
015376486|00013|11|NARBONNE|COPROPRIETE LE KENNEDY|8110Z
015376577|00019|11|NARBONNE|COPROPRIETE BOIS ROLLAND 2|8110Z
015377146|00012|11|LEUCATE|CIA|8110Z
015377153|00018|11|NARBONNE|COPROPRIETE MARECHAL JOFFRE|8110Z
015377419|00013|11|NARBONNE|COPROPRIETE JARDIN OCCITAN|8110Z
015443658|00040|21|DIJON|MONSIEUR MARCEL GRUN|6820B
015450232|00044|69|CHASSIEU|T21|7022Z
015450596|00026|21|DIJON|KEOLIS BOURGOGNE|4939A
015450596|00034|21|AUXONNE|KEOLIS BOURGOGNE|4939A
015450596|00042|21|ROUVRES EN PLAINE|KEOLIS BOURGOGNE|4939A
015450596|00067|21|SAULIEU|KEOLIS BOURGOGNE|4939A
015450620|00040|21|SAINT APOLLINAIRE|SA FINANCIERE IMMOBILIERE KNECHT|6430Z
015450638|00059|21|DIJON|SA D HABITATIONS A LOYER MODERE VILLEO|3513Z
015450638|00067|21|DIJON|SA D HABITATIONS A LOYER MODERE VILLEO|4120B
015450638|00075|71|MONTCEAU LES MINES|SA D HABITATIONS A LOYER MODERE VILLEO|6820A
015450711|00047|13|VITROLLES|CIT AEROSPACE HOLDINGS FRANCE SAS|6492Z
